id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD020904,C0517,P012,30/01/2023,0,422.63,livré,Casablanca,Virement,,2023-02-01
CMD036923,C0235,P049,2023-07-01,0,0.0,en_cours,Rabat,Carte,,2023-07-06
CMD003236,C0156,P003,Sep 04 2024,4,9577.21,,TANGER,Carte,,2024-09-10
CMD008031,C0269,P042,Feb 26 2024,0,7103.82,,TNG,Carte,,2024-02-27
CMD036450,C0106,P025,21/06/2023,1,0.0,livré,Agadir,PayPal,,2023-06-22
CMD041097,C0226,P041,24/10/2024,0,8814.93,KO,tanger,Virement,,2024-10-26
CMD002036,C0620,P022,Sep 07 2024,-2,0.0,OK,Marrakech,Virement,L007,2024-09-09
CMD043292,C0594,P032,2024-08-21,-2,3642.52,DONE,TANGER,Virement,,2024-08-26
CMD009087,C0561,P010,2024-07-17,0,2350.86,en_cours,Fès,Carte,,
CMD032123,C0183,P046,2023-03-30,3,0.0,OK,Tnja,Carte,,2023-04-04
CMD009443,C0808,P040,2024-06-23,0,3720.24,DONE,TNG,Virement,L044,2024-06-28
CMD036126,C0690,P012,2024-07-17,-3,4700.53,retourné,Tanger,Cash,,2024-07-21
CMD021245,C0865,P047,Jun 25 2023,0,0.0,LIVRE,tanger,PayPal,,2023-06-26
CMD042491,C0492,P016,2024-02-21,-1,0.0,,Rabat,PayPal,,2024-02-24
CMD017233,C0565,P046,2024-05-20,0,0.0,KO,Marrakech,PayPal,,2024-05-22
CMD036167,C0774,P019,31/08/2024,-2,0.0,OK,Tnja,Cash,,
CMD035807,C0107,P013,15/07/2023,-2,7029.11,annulé,Fès,Cash,,2023-07-16
CMD008619,C0638,P008,2024-08-22,-3,472.73,LIVRE,Tanger,Virement,L035,2024-08-28
CMD047479,C0120,P047,Mar 02 2023,3,0.0,retourné,Fès,Virement,,2023-03-05
CMD014308,C0210,P030,Jan 30 2023,-1,9995.76,LIVRE,Tanger,Virement,L014,2023-02-05
CMD005040,C0697,P031,2023-01-29,-1,3896.9,,Tnja,Carte,,2023-02-03
CMD012059,C0074,P039,Jan 21 2023,-1,0.0,livré,Tanger,PayPal,,2023-01-25
CMD035577,C0964,P027,2023-04-16,-2,0.0,livré,Marrakech,Carte,,
CMD046692,C0086,P033,Aug 17 2023,0,8348.88,,Agadir,Virement,,2023-08-20
CMD043577,C0958,P025,Jun 03 2023,1,6953.32,LIVRE,Rabat,Carte,,2023-06-09
CMD015375,C0913,P002,2023-03-02,0,0.0,livré,TANGER,Cash,,2023-03-04
CMD036868,C0609,P044,29/02/2024,0,0.0,retourné,Casablanca,Virement,,2024-03-02
CMD038193,C0512,P050,18/07/2023,3,0.0,livré,TNG,Virement,,2023-07-24
CMD032718,C0602,P044,13/09/2024,-1,0.0,KO,TNG,Carte,L017,2024-09-17
CMD025306,C0338,P046,Jul 10 2023,-2,5372.39,retourné,Fès,PayPal,,2023-07-16
CMD027148,C0862,P019,17/01/2023,0,7222.46,en_cours,Tanger,Virement,,2023-01-20
CMD033964,C0808,P038,Jun 14 2024,3,5343.47,retourné,Marrakech,PayPal,,2024-06-15
CMD008891,C0428,P042,2024-05-30,4,0.0,OK,Rabat,PayPal,,2024-06-01
CMD018982,C0531,P018,28/01/2024,0,0.0,retourné,TNG,Cash,,2024-02-04
CMD025815,C0480,P039,Jan 05 2023,1,0.0,annulé,Tnja,Virement,,2023-01-09
CMD016110,C0936,P019,23/06/2023,-3,2737.7,,Agadir,Carte,,2023-06-27
CMD034813,C0153,P020,Nov 10 2023,-2,0.0,LIVRE,Rabat,PayPal,,2023-11-16
CMD043734,C0323,P026,2024-05-03,0,7523.4,livré,Fès,Virement,L050,2024-05-04
CMD035607,C0248,P003,Mar 04 2023,-1,0.0,DONE,Fès,Cash,L007,2023-03-08
CMD037304,C0376,P032,Aug 20 2023,-3,7157.1,annulé,Agadir,PayPal,,2023-08-23
CMD013945,C0179,P018,2023-12-28,0,0.0,retourné,Tnja,Cash,,2023-12-30
CMD030165,C0126,P006,08/03/2024,5,0.0,KO,Casablanca,Carte,,2024-03-09
CMD006536,C0917,P029,Oct 15 2023,-2,2886.69,KO,Tanger,Cash,,2023-10-21
CMD003227,C0788,P014,2023-09-12,-3,0.0,DONE,Marrakech,Carte,,2023-09-19
CMD033770,C0644,P046,13/12/2023,-1,0.0,en_cours,Casablanca,Carte,,2023-12-16
CMD036027,C0354,P026,2023-01-04,2,0.0,KO,Marrakech,Virement,,2023-01-07
CMD000427,C0668,P012,2024-03-19,0,0.0,LIVRE,Agadir,Cash,,2024-03-22
CMD024095,C0552,P030,2023-02-28,5,3068.11,,Rabat,Cash,,2023-03-06
CMD013039,C0979,P021,28/12/2024,-1,0.0,KO,Tanger,Virement,,2024-12-30
CMD004776,C0501,P046,05/01/2024,-2,7130.07,livré,tanger,PayPal,,2024-01-10
CMD041719,C0159,P028,25/08/2024,0,0.0,en_cours,Agadir,Cash,,2024-09-01
CMD022553,C0128,P047,2024-12-05,-2,0.0,,Rabat,Cash,L022,2024-12-12
CMD011296,C0292,P015,May 28 2023,3,0.0,retourné,Rabat,Carte,,2023-05-29
CMD028652,C0719,P007,2023-02-08,3,7486.78,OK,Tnja,Cash,L002,2023-02-13
CMD014113,C0068,P002,2023-12-03,-2,6551.26,DONE,Tanger,Carte,,
CMD004646,C0235,P009,11/06/2024,0,2673.41,livré,Tnja,Carte,,2024-06-14
CMD024594,C0474,P050,May 20 2023,-2,0.0,LIVRE,Tanger,Carte,,2023-05-22
CMD008708,C0813,P033,Aug 31 2023,0,0.0,DONE,TANGER,Virement,,2023-09-04
CMD033778,C0358,P044,2023-03-19,-3,1654.12,annulé,TNG,Carte,,2023-03-23
CMD008123,C0654,P034,2023-07-25,0,6523.33,retourné,Marrakech,Cash,L023,2023-07-30
CMD011820,C0182,P044,2024-02-02,-2,0.0,KO,Fès,Virement,,2024-02-07
CMD029201,C0747,P044,29/06/2023,4,6733.71,LIVRE,Marrakech,Virement,,2023-07-01
CMD047761,C0252,P004,2024-07-03,-1,0.0,,tanger,PayPal,,2024-07-06
CMD012829,C0457,P022,25/05/2024,3,1260.12,KO,Casablanca,Cash,,2024-05-27
CMD040579,C0721,P014,14/01/2024,0,6202.86,retourné,TNG,Virement,,2024-01-19
CMD012968,C0352,P022,06/05/2023,2,4321.61,DONE,Fès,Cash,,2023-05-09
CMD044440,C0631,P016,15/08/2024,-2,1519.97,livré,Rabat,PayPal,,2024-08-16
CMD011874,C0767,P035,13/01/2024,3,6299.38,KO,Casablanca,Carte,,2024-01-20
CMD010749,C0745,P036,12/02/2023,0,582.3,annulé,tanger,PayPal,L041,2023-02-19
CMD031175,C0083,P004,13/01/2024,4,0.0,annulé,Tanger,Cash,,2024-01-17
CMD031212,C0678,P012,19/08/2024,-1,0.0,KO,TANGER,PayPal,,2024-08-23
CMD008301,C0395,P047,2024-03-23,2,5012.35,DONE,Rabat,Carte,,2024-03-24
CMD035105,C0435,P025,2024-01-04,0,911.33,,Agadir,PayPal,,2024-01-09
CMD014801,C0288,P023,Mar 06 2023,0,0.0,en_cours,Agadir,PayPal,,2023-03-09
CMD048339,C0126,P044,2023-03-21,5,11240.18,LIVRE,TNG,PayPal,L003,2023-03-23
CMD034243,C0760,P043,18/02/2024,0,0.0,DONE,Fès,Virement,,2024-02-19
CMD001897,C0891,P041,10/11/2023,0,2008.39,retourné,Rabat,Cash,,2023-11-12
CMD024487,C0257,P040,2023-07-01,0,0.0,en_cours,TNG,Virement,,2023-07-08
CMD033427,C0301,P001,Nov 12 2023,2,8629.84,retourné,Casablanca,PayPal,,2023-11-14
CMD035558,C0900,P037,May 30 2024,-3,8020.48,KO,TANGER,PayPal,,2024-06-01
CMD019608,C0101,P026,Jun 12 2023,3,415.55,KO,tanger,Carte,,2023-06-16
CMD019087,C0865,P021,Oct 30 2023,3,0.0,en_cours,Fès,Cash,,2023-11-02
CMD041209,C0578,P019,May 16 2024,-3,2084.16,en_cours,Marrakech,Virement,,2024-05-21
CMD046832,C0521,P036,15/05/2024,0,0.0,retourné,Marrakech,Virement,,2024-05-22
CMD045407,C0187,P007,Jun 27 2024,3,5696.44,LIVRE,Rabat,PayPal,,2024-06-29
CMD010520,C0401,P043,Nov 18 2023,2,0.0,annulé,Agadir,PayPal,,2023-11-24
CMD014360,C0387,P031,04/06/2024,0,4930.41,livré,Fès,Virement,,2024-06-05
CMD003831,C0712,P037,21/05/2024,2,570.5,,Marrakech,Cash,,2024-05-24
CMD044703,C0108,P025,2024-11-26,-2,8687.2,OK,tanger,Carte,,2024-11-28
CMD040458,C0342,P039,01/12/2023,0,0.0,OK,Tanger,PayPal,,2023-12-06
CMD046269,C0254,P004,2024-06-06,4,0.0,LIVRE,Agadir,Carte,,2024-06-13
CMD038550,C0942,P044,2024-02-10,-1,0.0,DONE,Fès,Cash,,2024-02-11
CMD021962,C0609,P019,2024-05-16,0,7551.32,en_cours,Agadir,Cash,,2024-05-18
CMD040931,C0383,P026,Jul 19 2024,0,3067.79,KO,tanger,Virement,,2024-07-25
CMD015273,C0326,P010,Mar 19 2024,1,0.0,livré,Fès,PayPal,,2024-03-25
CMD040586,C0437,P036,2024-03-31,5,0.0,en_cours,Fès,Carte,,2024-04-01
CMD029147,C0217,P039,Aug 07 2023,-1,2657.16,KO,Rabat,Cash,,2023-08-09
CMD002737,C0936,P034,18/11/2023,0,6609.84,retourné,Marrakech,Cash,,2023-11-19
CMD000973,C0740,P023,May 19 2023,-1,2191.24,livré,TNG,Carte,,2023-05-23
CMD034731,C0226,P014,26/01/2023,0,0.0,KO,Fès,Cash,,2023-01-27
CMD020839,C0970,P035,16/03/2023,0,0.0,LIVRE,TANGER,PayPal,,2023-03-21
CMD028210,C0383,P040,26/07/2023,0,0.0,LIVRE,Tnja,PayPal,,2023-07-28
CMD027029,C0755,P039,27/01/2024,4,3995.0,annulé,Rabat,PayPal,,2024-02-03
CMD034749,C0058,P008,2024-11-28,-3,7614.68,,Marrakech,PayPal,,2024-12-05
CMD010474,C0547,P018,Feb 06 2023,-3,0.0,LIVRE,Agadir,PayPal,,2023-02-07
CMD002500,C0992,P037,17/10/2023,0,500.56,DONE,tanger,Virement,,2023-10-23
CMD045491,C0575,P046,Nov 20 2023,0,11761.78,livré,Casablanca,Carte,,2023-11-21
CMD026509,C0907,P011,26/09/2024,-1,9886.89,livré,Agadir,Cash,L036,2024-09-30
CMD045792,C0650,P017,2023-09-22,0,0.0,LIVRE,Casablanca,Virement,,2023-09-23
CMD027105,C0450,P027,05/03/2024,1,8838.03,DONE,Agadir,Cash,,2024-03-11
CMD037757,C0988,P033,2024-04-07,0,231.82,livré,Fès,PayPal,L047,2024-04-12
CMD005526,C0863,P017,Nov 21 2024,5,0.0,DONE,Tanger,PayPal,,2024-11-22
CMD002490,C0005,P009,2023-08-24,0,0.0,en_cours,Fès,PayPal,,2023-08-27
CMD040698,C0564,P006,2023-10-17,1,0.0,livré,Casablanca,Carte,,2023-10-22
CMD033454,C0649,P034,28/10/2023,2,6680.75,annulé,tanger,PayPal,,2023-11-01
CMD021133,C0750,P036,Nov 25 2024,5,9506.73,annulé,Fès,Cash,,2024-11-28
CMD005767,C0234,P009,Feb 10 2023,-3,0.0,LIVRE,tanger,Cash,,2023-02-17
CMD027036,C0280,P009,Sep 24 2024,-2,5633.09,LIVRE,tanger,PayPal,,2024-09-28
CMD014138,C0874,P019,2024-06-17,0,0.0,KO,Rabat,PayPal,,2024-06-23
CMD006402,C0095,P007,2024-01-27,0,8136.83,LIVRE,Rabat,Carte,,2024-01-28
CMD017910,C0134,P039,02/07/2024,-3,0.0,DONE,Tnja,Cash,,2024-07-05
CMD042788,C0537,P026,2023-02-13,4,6044.65,KO,Tnja,PayPal,L001,
CMD015634,C0855,P039,Aug 23 2023,0,10090.22,,Rabat,Cash,,
CMD025045,C0636,P010,May 21 2024,1,0.0,KO,Fès,Cash,,2024-05-25
CMD041240,C0957,P009,2023-01-14,4,10336.66,KO,Casablanca,PayPal,,2023-01-18
CMD027642,C0470,P042,2024-12-19,-3,0.0,,Casablanca,Cash,,2024-12-26
CMD042620,C0963,P005,Feb 10 2024,5,5231.06,KO,Marrakech,PayPal,,2024-02-15
CMD031747,C0223,P013,2023-05-14,-1,6869.31,OK,TNG,PayPal,,2023-05-16
CMD025322,C0427,P044,22/03/2024,1,9411.34,KO,Fès,Virement,L026,2024-03-27
CMD007394,C0125,P025,14/02/2024,3,5186.53,en_cours,Tanger,Cash,,2024-02-21
CMD010912,C0382,P021,Mar 05 2023,0,9482.88,retourné,tanger,Carte,,
CMD045405,C0593,P021,27/03/2023,-3,0.0,,Agadir,Virement,,2023-04-03
CMD045361,C0030,P049,17/01/2023,1,2910.61,LIVRE,Rabat,Carte,L020,2023-01-18
CMD016595,C1005,P036,May 06 2024,4,11849.83,retourné,Agadir,PayPal,,2024-05-10
CMD008074,C0540,P025,Aug 08 2023,4,0.0,LIVRE,Agadir,Virement,,2023-08-10
CMD045555,C0331,P011,2023-07-21,0,0.0,en_cours,Tnja,Virement,,2023-07-24
CMD021018,C0329,P038,Oct 17 2023,0,9024.64,DONE,tanger,PayPal,L044,2023-10-22
CMD028244,C0948,P015,Aug 07 2023,5,0.0,DONE,tanger,Virement,L023,2023-08-08
CMD018811,C0725,P024,10/02/2024,5,0.0,en_cours,Marrakech,Virement,,2024-02-15
CMD002017,C0663,P022,19/04/2024,2,0.0,retourné,Marrakech,Virement,,2024-04-23
CMD039476,C0338,P022,15/12/2023,2,0.0,OK,Casablanca,Cash,,2023-12-20
CMD047052,C0189,P020,19/08/2024,5,5069.72,,Marrakech,Cash,,2024-08-20
CMD020645,C0447,P040,30/06/2024,-2,0.0,retourné,Rabat,Carte,,2024-07-02
CMD010953,C0769,P009,2023-07-25,0,8185.24,en_cours,Casablanca,PayPal,,
CMD024138,C0903,P047,Jan 13 2023,0,1956.14,DONE,Agadir,PayPal,,2023-01-18
CMD010859,C0999,P011,21/06/2023,-3,0.0,annulé,Marrakech,Carte,,2023-06-22
CMD040986,C0665,P008,09/04/2024,-3,0.0,KO,tanger,Virement,,2024-04-14
CMD013081,C0870,P009,25/08/2023,5,3516.5,livré,TANGER,Carte,,2023-08-28
CMD040434,C0603,P026,13/07/2023,-1,10167.16,,Fès,Carte,,2023-07-17
CMD002768,C0044,P010,2023-12-23,0,768.87,OK,Rabat,Virement,,2023-12-28
CMD011732,C0446,P049,14/09/2024,0,0.0,,Agadir,Virement,,2024-09-17
CMD023313,C0025,P032,Feb 27 2023,2,138.3,,tanger,Cash,L028,2023-03-04
CMD010522,C0212,P044,Feb 28 2023,0,534.6,annulé,Marrakech,PayPal,,2023-03-07
CMD034359,C0166,P023,Oct 08 2024,2,10865.18,annulé,TNG,Carte,,2024-10-12
CMD021058,C0373,P010,2024-07-13,4,0.0,OK,TNG,PayPal,,2024-07-16
CMD035530,C0314,P012,05/03/2023,0,11469.97,KO,Rabat,Virement,,2023-03-07
CMD023960,C0700,P030,May 30 2023,-2,2388.69,livré,Tanger,Cash,,2023-06-03
CMD031106,C0245,P016,2024-09-20,-2,0.0,KO,Tnja,PayPal,,2024-09-21
CMD024435,C0548,P045,2023-04-26,5,0.0,DONE,Rabat,Virement,,2023-04-27
CMD006023,C0492,P035,23/03/2023,0,0.0,KO,TANGER,Cash,,2023-03-30
CMD012704,C0850,P014,Jan 14 2023,0,2981.46,retourné,Marrakech,PayPal,,2023-01-17
CMD002116,C0104,P006,27/10/2023,-2,11166.08,annulé,Casablanca,Cash,,2023-11-02
CMD002807,C0174,P014,2024-11-04,1,0.0,KO,Rabat,Virement,,2024-11-09
CMD027008,C0134,P005,22/02/2023,1,2373.64,LIVRE,tanger,Virement,,2023-02-26
CMD044327,C0488,P046,2023-09-17,1,2521.92,OK,Agadir,PayPal,,2023-09-21
CMD041677,C0416,P011,30/06/2023,2,0.0,retourné,Agadir,Cash,,2023-07-07
CMD031131,C0677,P005,2023-06-24,1,5885.46,annulé,Tnja,Carte,,2023-06-29
CMD048157,C0699,P013,07/09/2023,0,0.0,annulé,TNG,Virement,L010,2023-09-08
CMD026611,C0337,P014,11/08/2024,0,0.0,KO,Tanger,PayPal,,2024-08-17
CMD017356,C0351,P012,2023-10-12,-2,0.0,retourné,Casablanca,Carte,,2023-10-15
CMD042101,C0434,P014,03/02/2024,0,0.0,DONE,Fès,Cash,,2024-02-06
CMD031980,C0211,P008,16/09/2024,5,0.0,LIVRE,TANGER,PayPal,,2024-09-18
CMD001811,C0316,P049,04/09/2023,2,3372.54,en_cours,Casablanca,Virement,,
CMD016427,C0214,P032,2024-11-18,-1,0.0,DONE,Agadir,Carte,,2024-11-22
CMD007170,C0712,P028,May 22 2024,0,0.0,DONE,TANGER,Cash,,2024-05-28
CMD008145,C0014,P010,Dec 31 2024,-3,11811.29,KO,TANGER,Virement,,2025-01-03
CMD046739,C0449,P020,Jan 17 2023,4,8567.52,,Tanger,Carte,,2023-01-24
CMD000292,C0369,P027,2023-09-06,0,0.0,KO,TNG,PayPal,,2023-09-08
CMD040240,C0451,P037,26/11/2024,1,0.0,en_cours,Tnja,Cash,,2024-12-01
CMD028919,C0331,P023,06/12/2024,-2,10876.83,en_cours,Tnja,Carte,,2024-12-07
CMD020997,C0660,P045,16/05/2023,0,148.72,annulé,Casablanca,Virement,,2023-05-19
CMD005651,C0462,P013,Oct 26 2024,5,790.65,LIVRE,TANGER,Cash,,2024-10-28
CMD030955,C0939,P029,Sep 26 2023,-1,7716.31,LIVRE,Agadir,Carte,L049,2023-10-02
CMD025444,C0409,P014,Jun 21 2023,-2,6639.69,LIVRE,Tanger,Carte,,2023-06-23
CMD013948,C0724,P034,Aug 07 2023,0,3635.32,LIVRE,TNG,Carte,,2023-08-12
CMD042493,C0024,P050,2024-07-08,1,0.0,,Marrakech,Cash,,2024-07-09
CMD036798,C0468,P041,2023-02-17,5,0.0,OK,Tnja,Carte,,2023-02-21
CMD006872,C0891,P002,05/02/2023,0,0.0,OK,tanger,Virement,,2023-02-08
CMD034574,C0877,P018,19/06/2024,-3,0.0,livré,Tnja,Virement,,2024-06-23
CMD023046,C0916,P011,2023-06-16,-2,0.0,livré,tanger,Cash,,2023-06-23
CMD002936,C0020,P050,05/05/2024,3,555.46,en_cours,TNG,Cash,L027,2024-05-09
CMD024852,C0886,P021,Mar 15 2023,-2,4164.75,livré,TNG,PayPal,,2023-03-17
CMD038912,C0875,P034,2024-10-28,0,0.0,annulé,Marrakech,PayPal,,2024-10-31
CMD028073,C0240,P016,14/12/2024,5,10975.72,,Casablanca,Cash,,2024-12-15
CMD037631,C0522,P010,15/10/2023,0,0.0,,TNG,Carte,L011,2023-10-21
CMD044416,C0908,P022,2023-10-03,0,7564.04,KO,Tnja,PayPal,,2023-10-04
CMD037469,C0873,P004,2024-03-18,0,0.0,OK,Fès,PayPal,,
CMD034255,C0129,P035,Nov 26 2023,2,0.0,LIVRE,Casablanca,Cash,,
CMD012815,C0505,P014,2023-06-18,4,9582.65,OK,Rabat,Carte,,
CMD032347,C0170,P031,2024-08-09,0,0.0,LIVRE,Marrakech,Carte,L001,2024-08-11
CMD038037,C0455,P041,Dec 20 2023,0,5161.72,retourné,Tnja,Virement,,
CMD031362,C0807,P016,2024-05-19,0,11846.85,,Tanger,Virement,L050,2024-05-23
CMD044372,C0440,P032,2023-10-09,0,7968.61,retourné,Agadir,Virement,,2023-10-16
CMD024094,C0598,P026,Feb 01 2023,4,0.0,KO,Rabat,PayPal,,2023-02-04
CMD031526,C0566,P016,2024-10-25,-3,5471.47,en_cours,Marrakech,Carte,,2024-10-30
CMD043204,C0899,P024,Nov 03 2023,0,9500.73,KO,Tanger,Virement,,
CMD005371,C0502,P010,Feb 20 2023,5,0.0,DONE,Marrakech,Virement,,2023-02-27
CMD042172,C0736,P005,Jun 05 2023,-1,0.0,OK,Tanger,PayPal,L005,2023-06-08
CMD035365,C0893,P001,22/01/2024,0,0.0,annulé,Tanger,PayPal,L032,2024-01-25
CMD032091,C0161,P050,Jun 28 2023,0,0.0,,Tnja,Carte,L024,2023-06-30
CMD042651,C0731,P002,Jul 10 2024,1,0.0,KO,TNG,Carte,L003,2024-07-17
CMD047712,C0090,P019,15/01/2024,-3,9413.82,annulé,TNG,Carte,,2024-01-22
CMD045767,C0366,P045,27/04/2024,3,5325.82,KO,TANGER,Virement,,2024-05-04
CMD043580,C0392,P015,21/02/2023,5,11064.94,retourné,Tanger,Carte,,2023-02-27
CMD025601,C0741,P017,Oct 16 2024,2,9935.5,KO,tanger,PayPal,,2024-10-19
CMD003628,C0812,P027,2023-07-15,-1,0.0,retourné,Tanger,Cash,,2023-07-17
CMD041604,C0136,P015,19/06/2024,5,8841.36,LIVRE,TNG,PayPal,,2024-06-25
CMD013726,C0854,P008,Mar 09 2023,0,0.0,KO,Rabat,Virement,,2023-03-15
CMD026587,C1005,P034,Feb 05 2024,0,11882.72,livré,Rabat,Cash,,2024-02-09
CMD013416,C0686,P006,30/04/2024,-3,0.0,KO,Tanger,Carte,,2024-05-02
CMD028106,C0754,P008,11/02/2023,3,0.0,OK,Rabat,Carte,,2023-02-13
CMD022336,C0807,P042,07/12/2023,-2,0.0,retourné,Rabat,Carte,,2023-12-09
CMD004598,C0988,P028,Aug 24 2024,2,6859.68,DONE,Tanger,Virement,L025,2024-08-27
CMD015852,C1001,P023,04/05/2023,5,0.0,LIVRE,tanger,Virement,,2023-05-08
CMD023325,C0726,P045,Oct 12 2024,0,0.0,en_cours,TNG,Cash,,2024-10-16
CMD031797,C0938,P021,2023-05-16,-1,0.0,livré,Tnja,Carte,L012,2023-05-19
CMD045737,C0139,P027,2024-11-03,0,0.0,OK,Tnja,Virement,,2024-11-08
CMD009425,C0946,P014,Oct 08 2023,-2,0.0,,Tnja,Cash,,2023-10-10
CMD016741,C0574,P048,2024-04-25,-1,0.0,OK,Tnja,Cash,,
CMD030057,C0165,P037,2024-02-22,0,3368.64,retourné,Tnja,Virement,,2024-02-29
CMD041718,C0546,P025,May 01 2023,0,0.0,KO,Agadir,PayPal,,2023-05-06
CMD023885,C0300,P045,09/03/2023,0,0.0,DONE,tanger,Carte,,
CMD045363,C0760,P030,Oct 18 2023,0,0.0,annulé,TANGER,Virement,,2023-10-23
CMD004422,C0010,P006,Nov 09 2024,1,3043.08,en_cours,tanger,Virement,,2024-11-10
CMD018112,C0224,P041,2023-08-27,-1,0.0,,Rabat,Virement,,2023-09-01
CMD014132,C0860,P045,2024-03-09,5,5128.22,KO,TANGER,Virement,,2024-03-11
CMD018062,C0634,P014,2023-07-22,0,3302.91,annulé,Tanger,Virement,,2023-07-26
CMD040182,C0404,P016,2023-06-15,-3,0.0,KO,Rabat,PayPal,,2023-06-16
CMD020156,C0575,P027,Sep 02 2024,1,11742.31,retourné,TANGER,Carte,,2024-09-03
CMD025959,C0843,P004,20/04/2023,-2,9974.24,annulé,Rabat,Virement,,2023-04-21
CMD037790,C0117,P043,28/08/2023,4,0.0,livré,Agadir,Carte,,2023-08-31
CMD008578,C0543,P021,Apr 14 2023,0,986.38,retourné,Casablanca,Virement,,2023-04-18
CMD029055,C0517,P046,Aug 28 2024,0,0.0,OK,TANGER,Carte,,2024-08-29
CMD041739,C0504,P008,15/08/2024,0,0.0,LIVRE,Casablanca,PayPal,,2024-08-16
CMD001024,C0568,P044,08/01/2024,3,0.0,livré,Rabat,Carte,,2024-01-10
CMD036580,C0698,P039,2023-03-14,0,7376.04,retourné,Agadir,Cash,,2023-03-18
CMD003265,C0800,P022,Jun 19 2023,0,11581.73,en_cours,tanger,Cash,,2023-06-26
CMD000611,C0910,P025,26/04/2023,1,0.0,retourné,Agadir,Virement,,2023-05-03
CMD029841,C0535,P006,Aug 07 2024,-2,0.0,KO,Marrakech,Cash,,2024-08-13
CMD026681,C0545,P036,2023-08-10,0,0.0,livré,Rabat,Cash,,2023-08-15
CMD045935,C0986,P028,2024-02-04,-2,57.42,KO,Tnja,Virement,,2024-02-11
CMD022629,C0926,P007,May 12 2023,0,0.0,,Tanger,PayPal,,2023-05-19
CMD004096,C0504,P001,08/12/2023,1,0.0,retourné,TANGER,PayPal,,2023-12-10
CMD019235,C0638,P049,Nov 12 2023,3,0.0,,Tanger,Virement,,2023-11-15
CMD045271,C0573,P031,2024-04-10,0,0.0,livré,Tanger,Virement,,2024-04-16
CMD020179,C0275,P007,Feb 24 2023,-3,0.0,OK,Tnja,Carte,,2023-03-03
CMD021857,C0858,P029,01/06/2024,0,9556.98,,Fès,Carte,L002,2024-06-04
CMD004563,C0810,P010,2023-06-16,4,0.0,,Rabat,Carte,,2023-06-17
CMD028668,C0723,P010,Aug 29 2023,1,0.0,livré,Fès,Cash,,2023-08-31
CMD019275,C0521,P010,2023-11-26,0,0.0,,Tanger,Cash,,
CMD035153,C0420,P006,Aug 22 2023,-2,0.0,annulé,Tanger,Virement,L012,2023-08-25
CMD014073,C0650,P027,Jul 25 2023,1,4694.59,,Marrakech,Cash,,2023-07-30
CMD009202,C0174,P015,Jul 11 2024,1,0.0,LIVRE,tanger,Cash,,
CMD012441,C0485,P042,2023-04-13,-1,7490.45,OK,Fès,PayPal,,
CMD006082,C0542,P049,Sep 07 2024,5,3119.05,en_cours,Agadir,Virement,,2024-09-08
CMD013598,C0935,P032,Jun 01 2024,-3,9538.95,en_cours,tanger,Carte,,2024-06-03
CMD048343,C0787,P006,2024-07-17,4,7625.37,livré,Agadir,Cash,,2024-07-22
CMD035272,C0632,P005,2023-10-20,0,7247.63,DONE,Rabat,Cash,,
CMD009437,C0265,P042,12/05/2024,0,5621.41,retourné,tanger,Cash,,2024-05-19
CMD029795,C0559,P049,2023-11-30,0,0.0,OK,TNG,PayPal,L036,2023-12-07
CMD029643,C0751,P031,29/06/2024,0,0.0,,Fès,Virement,,2024-07-04
CMD032689,C0154,P045,30/06/2024,0,11828.78,en_cours,Rabat,Virement,,2024-07-06
CMD042564,C0767,P042,08/03/2024,-2,0.0,en_cours,Tanger,Virement,,2024-03-12
CMD036457,C0216,P033,Jul 16 2023,0,0.0,,TNG,PayPal,,2023-07-22
CMD031855,C0414,P045,2024-01-04,-3,9042.91,OK,Tanger,Virement,,2024-01-06
CMD039868,C0910,P032,2024-02-20,-1,1979.22,DONE,TANGER,Virement,,2024-02-23
CMD047760,C0589,P021,Feb 20 2023,4,0.0,DONE,Tnja,Virement,,2023-02-22
CMD042702,C0128,P007,27/07/2024,3,10984.95,en_cours,Casablanca,Virement,,2024-08-03
CMD044387,C0927,P003,06/08/2024,2,7791.94,en_cours,Marrakech,Cash,,2024-08-10
CMD033361,C0682,P042,2023-05-18,-2,5381.12,OK,Agadir,PayPal,,2023-05-24
CMD031463,C0156,P025,Jul 28 2024,-2,0.0,KO,Casablanca,Carte,,2024-08-04
CMD038862,C0893,P012,10/09/2024,-2,2564.93,,tanger,Cash,,
CMD015795,C0491,P003,Sep 06 2024,-1,1025.59,retourné,Tanger,Cash,,2024-09-07
CMD017299,C0717,P010,Nov 24 2024,-1,332.39,LIVRE,tanger,PayPal,,2024-11-30
CMD032978,C0384,P024,02/09/2023,0,5391.85,OK,Agadir,Cash,,2023-09-03
CMD045044,C0116,P031,01/04/2024,-3,0.0,annulé,Rabat,PayPal,,2024-04-05
CMD010369,C0936,P025,01/04/2024,4,0.0,annulé,TNG,Carte,L016,2024-04-06
CMD025879,C0986,P023,Feb 14 2023,0,0.0,en_cours,tanger,Cash,,2023-02-20
CMD041799,C0822,P049,Oct 07 2024,0,0.0,,Tanger,PayPal,,2024-10-10
CMD021655,C0358,P016,2023-03-24,4,5527.79,livré,Casablanca,Carte,L003,2023-03-29
